dot_number,legal_name,dba_name,expert_label,safer_company_snapshot_url,pc_flag,phy_street,phy_city,phy_state,phy_zip,phy_country,mailing_street,mailing_city,mailing_state,mailing_zip,mailing_country,telephone,fax,email_address,mcs150_date,mcs150_mileage,mcs150_mileage_year,add_date,oic_state,nbr_power_unit,driver_total,recent_mileage,recent_mileage_year,vmt_source_id,private_only,authorized_for_hire,exempt_for_hire,private_property,private_passenger_business,private_passenger_nonbusiness,migrant,us_mail,federal_government,state_government,local_government,indian_tribe,op_other,usdot_status,cargo_carried,num_filings,num_unique_companies,top_company,top_company_share,cancelled_method_count,replaced_method_count,name_changed_method_count,transferred_method_count,first_filing_date,last_filing_date,all_companies,count_cargo,count_bipd,count_broker_bond,count_broker_trust_fund,median_gap_days
2887751,JAMES PALMER,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2887751,FALSE,4400 SCHOLFIELD RD,REEDSPORT,OR,97467-9755,US,4400 SCHOLFIELD RD,REEDSPORT,OR,97467-9755,US,(541) 662-0271,,PALMERFLOORCOVERING@GMAIL.COM,1-May-25,2000,2020,6-May-16,OR,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Agricultural/Farm Supplies; General Freight,,,,,,,,,,,,,,,,
2418519,ROCK AROUND THE CLOCK PARTY BUS ADVENTURES LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2418519,TRUE,1064 HUNTINGTON DR,TROY,MO,63379,US,1064 HUNTINGTON DR,TROY,MO,63379,US,(636) 358-3110,,JUKEBOXWILD@YAHOO.COM,22-Sep-25,238010,2025,1-Jul-13,MO,1,1,238010,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Passengers,14,1,NATIONAL INDEMNITY COMPANY,1,13,1,0,0,7/20/13,7/20/24,NATIONAL INDEMNITY COMPANY,0,14,0,0,365
4026700,KSKJ INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4026700,TRUE,3942 S AVE 4 1/2 E B,YUMA,AZ,85365,US,3942 S AVE 4 1/2 E B,YUMA,AZ,85365,US,(619) 519-5820,,KSKJINC2023@GMAIL.COM,5-Jan-24,1,2023,10-Feb-23,AZ,1,1,1,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Passengers,4,1,INCLINE CASUALTY COMPANY,1,3,1,0,0,6/13/23,5/14/25,INCLINE CASUALTY COMPANY,0,4,0,0,276
2712781,MARTHA D RESENDIZ,CALL OF DUTY TRUCK BODY REPAIR,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2712781,FALSE,134 E RAYMOND ST,COMPTON,CA,90220,US,134 E RAYMOND ST,COMPTON,CA,90220,US,(323) 806-9159,,,12-Feb-22,10000,2021,12-Jun-15,CA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"ROAD SERVICE, BO",,,,,,,,,,,,,,,,
2569516,XTREME TRANSPORT INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2569516,FALSE,938 N BUENA VISTA ST,BURBANK,CA,91505,US,938 N BUENA VISTA ST,BURBANK,CA,91505,US,(909) 260-0404,(760) 949-7800,CPENA01@HOTMAIL.COM,8-Apr-20,76000,2019,6-Jan-15,CA,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"DIRT,SAND,GRAVEL",,,,,,,,,,,,,,,,
4399519,FORTUIN TOOLS LLC,MAC TOOLS,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4399519,FALSE,8011 COUNTY ROAD 19,FORT LUPTON,CO,80621-9027,US,8011 COUNTY ROAD 19,FORT LUPTON,CO,80621-9027,US,(720) 771-0387,,FORTUINTOOLS@GMAIL.COM,24-Apr-25,,,24-Apr-25,CO,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,OTHER; Utilities,,,,,,,,,,,,,,,,
2394379,DAVID MICHAEL BAST,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2394379,FALSE,3740 LATOKA VIEW LANE SW,ALEXANDRIA,MN,56308,US,3740 LATOKA VIEW LANE SW,ALEXANDRIA,MN,56308,US,(320) 760-5625,,,6-Apr-13,,,6-Apr-13,MN,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
2807678,EFRAIN POSAS,FORTALEZA TRANSPORT,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2807678,FALSE,1205 HIDDENWOOD DR,GALT,CA,95632,US,1205 HIDDENWOOD DR,GALT,CA,95632,US,(209) 244-6443,,,,,,30-Sep-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2763312,RAJWINDER SINGH,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2763312,FALSE,682 APPENZEL LANE,MANTECA,CA,95337,US,682 APPENZEL LANE,MANTECA,CA,95337,US,(209) 607-8266,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2543353,ZAK TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2543353,FALSE,2910 PILLSBURY AVE # 361,MINNEAPOLIS,MN,55408,US,P O BOX 23026,RICHFIELD,MN,55423,US,(952) 223-1031,,ZAKTRUCKING21@GMAIL.COM,12-May-25,70000,2024,20-Sep-14,MN,1,1,70000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,9,4,CANAL INSURANCE CO.,0.44444444,4,5,0,0,10/28/14,11/27/24,"BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN, CANAL INSURANCE CO., GREAT WEST CASUALTY CO., SAGAMORE INSURANCE COMPANY",0,9,0,0,304
1561829,TNT SHAVINGS INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1561829,FALSE,1005 NW 20TH AVE,CAMAS,WA,98607,US,1005 NW 20TH AVE,CAMAS,WA,98607,US,(360) 921-2953,,COOKFIREHOUSE@FRONTIER.COM,16-Jul-24,105000,2023,4-Oct-06,WA,1,2,104541,2024,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; General Freight; Logs, Poles, Beams, Lumber",9,4,GREAT WEST CASUALTY CO.,0.33333333,5,4,0,0,10/17/06,5/20/24,"GREAT WEST CASUALTY CO., NATIONAL INDEMNITY COMPANY, PROGRESSIVE CASUALTY INSURANCE COMPANY, UNITED FINANCIAL CASUALTY COMPANY",0,9,0,0,369.5
2718908,ST MATTHEW BAPTIST CHURCH,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2718908,TRUE,1808 S CRYSTAL AVE,FRESNO,CA,93706,US,1808 S CRYSTAL AVE,FRESNO,CA,93706,US,(559) 479-9144,,,,,,12-Jun-15,CA,1,1,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
3913161,BEATRIZ SANTOLLO,V&S TRUCKING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3913161,FALSE,1000 E BURNETT ST APT 4,ENNIS,TX,75119-6126,US,1000 E BURNETT ST APT 4,ENNIS,TX,75119-6126,US,(214) 903-5176,,BEATRIZ.SANTOLLO1982@YAHOO.COM,7-Jul-22,,,7-Jul-22,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; OTHER,,,,,,,,,,,,,,,,
4145383,ADA GENERAL ENGINEERING INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4145383,FALSE,1011 ELDER ST,OXNARD,CA,93036-2316,US,1011 ELDER ST,OXNARD,CA,93036-2316,US,(805) 946-8825,,AAPODACAJR@ICLOUD.COM,20-Oct-23,1,2022,17-Oct-23,CA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
3618917,BESTWAY CARRIER SERVICE,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3618917,FALSE,5224 W ALBENIZ PL,PHOENIX,AZ,85043-1979,US,5224 W ALBENIZ PL,PHOENIX,AZ,85043-1979,US,(602) 796-4045,,A.MBAH@GJHCOMPLIANCE.COM,23-Apr-21,,,23-Apr-21,AZ,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
1552683,PAUL R GLENN,ROLLIN ROCK TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1552683,FALSE,1947 SE CRYSTAL CIRCLE,CORVALLIS,OR,97333,US,1947 SE CRYSTAL CIRCLE,CORVALLIS,OR,97333,US,(360) 256-1920,,PGLENN2000@YAHOO.COM,12-Sep-06,240000,2006,12-Sep-06,OR,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,DIRT ROCK SAND,,,,,,,,,,,,,,,,
4185689,GARS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4185689,FALSE,807 PRADO ST,SAN ANTONIO,TX,78225,US,807 PRADO ST,SAN ANTONIO,TX,78225,US,(210) 996-8664,,GARSLANDSCAPING2025@GMAIL.COM,2-Sep-25,8000,2024,26-Jan-24,TX,1,1,8000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; SOD,,,,,,,,,,,,,,,,
4004539,TOTAL SURFACE SOLUTIONS LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4004539,FALSE,360 COUNTY RD 4358,DECATUR,TX,76234,US,360 COUNTY RD 4358,DECATUR,TX,76234,US,(940) 255-6937,,TOTALSURFACESOLUTIONSTX@GMAIL.COM,29-Nov-23,1000,2022,1-Jan-23,TX,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Intermodal Cont.,,,,,,,,,,,,,,,,
4182546,WEST TEXAS TREE LLC,WEST TEXAS TREE REMOVAL,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4182546,FALSE,878 N REDONDO AVE,ODESSA,TX,79763-8926,US,878 N REDONDO AVE,ODESSA,TX,79763-8926,US,(432) 201-1233,(432) 978-7687,MATT@WESTEXASTREE.COM,19-Sep-24,1,2023,20-Jan-24,TX,1,1,1,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Logs, Poles, Beams, Lumber; Machinery, Large Objects; WOOD CHIPS",,,,,,,,,,,,,,,,
2759146,MICHAEL S DUNLAP,ENTERPRISE RESTORATION SERVICES,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2759146,FALSE,7900 LIMONTE AVE G300,RIVERSIDE,CA,92509,US,7900 LIMONTE AVE G300,RIVERSIDE,CA,92509,US,(909) 772-2801,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
1625476,CRESCENT BUILDERS INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1625476,FALSE,712 31ST STREET NE,ROCHESTER,MN,55906,US,712 31ST STREET NE,ROCHESTER,MN,55906,US,(507) 281-7999,,RICK@CRESCENTMN.COM,29-Mar-07,,,29-Mar-07,MN,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Construction; SAND, GRAVEL, DI",,,,,,,,,,,,,,,,
1962554,YPP TRANS-SERVICE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1962554,FALSE,19039 COLIMA RD STE237,ROWLAND HEIGHTS,CA,91748,US,19039 COLIMA ROAD STE 237,ROWLAND HEIGHTS,CA,91748,US,(408) 482-7145,(909) 259-9286,RUBENPENG@GMAIL.COM,18-Oct-24,45000,2024,3-Nov-09,CA,1,1,45000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,9,5,TOPA INSURANCE COMPANY,0.33333333,8,1,0,0,1/15/10,3/15/19,"NEW YORK MARINE & GENERAL INS. CO., NORTHLAND INSURANCE COMPANY, TOPA INSURANCE COMPANY, UNITED FINANCIAL CASUALTY COMPANY, WESCO INSURANCE COMPANY",0,9,0,0,365.5
2333247,DELIA SANDOVAL,EDS CARRIERS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2333247,FALSE,3904 TEAL AVE,MCALLEN,TX,78504,US,3904 TEAL AVE,MCALLEN,TX,78504,US,(956) 250-5683,,,15-May-13,2636,2012,13-Aug-12,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Commodities Dry Bulk; Fresh Produce; General Freight; Paper Products,,,,,,,,,,,,,,,,
3276499,MAR LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3276499,FALSE,210 PEARL ST,WIGGINS,CO,80654,US,PO BOX 71,WIGGINS,CO,80654,US,(720) 975-3463,,FASTTACKTRUCKING@GMAIL.COM,7-Jun-23,65000,2022,21-Apr-19,CO,1,1,65000,2022,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed,General Freight,4,2,GREAT WEST CASUALTY CO.,0.75,1,2,1,0,10/28/20,6/7/23,"ARTISAN & TRUCKERS CASUALTY COMPANY, GREAT WEST CASUALTY CO.",0,4,0,0,365
1056250,JOSEPH L NEWBERRY,NEWBERRY TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1056250,FALSE,5 DARNALL RD,RIVERTON,WY,82501-8965,US,5 DARNALL RD,RIVERTON,WY,82501-8965,US,(307) 856-6055,(307) 856-6055,,18-Sep-02,4000,2001,23-Sep-02,WY,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,ROCK,,,,,,,,,,,,,,,,
3362271,GDL EXPRESS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3362271,FALSE,396 S VANCOUVER AVE,LOS ANGELES,CA,90022,US,396 S VANCOUVER AVE,LOS ANGELES,CA,90022,US,(562) 346-8109,,GDLEXPRESSLLC@YAHOO.COM,18-Jan-25,27500,2024,25-Nov-19,CA,1,1,27500,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,5,2,"DB INSURANCE CO., LTD (U.S.BRANCH)",0.6,3,2,0,0,2/25/20,5/1/24,"DB INSURANCE CO., LTD (U.S.BRANCH), INCLINE CASUALTY COMPANY",0,5,0,0,372
3240058,SHAMAN LOGISTICS LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3240058,FALSE,10010 WHITEHURST DR APT 2117,DALLAS,TX,75243-7855,US,P O BOX 743491,DALLAS,TX,75374,US,(202) 644-0512,,DANSWEETBOY@YAHOO.COM,27-Sep-22,1,2022,31-Jan-19,TX,1,1,1,2022,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,,,,,,,,,,,,,,,,,,
2602615,GEORGE HORETH,GEORGE HERETH CONSTRUCTION,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2602615,FALSE,1351 BRADDOCK ST,SAN DIEGO,CA,92114,US,1351 BRADDOCK ST,SAN DIEGO,CA,92114,US,(619) 787-5764,,,,,,13-Apr-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2045183,ALBERTO RIVERA,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2045183,FALSE,2 1/2 MILE S TOWER RD,ALAMO,TX,78516,US,PO BOX 247,ALAMO,TX,78516,US,(956) 787-0456,,,24-Jul-14,1,2013,14-Jun-10,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"PRODUCE,GRAIN",,,,,,,,,,,,,,,,
1603546,SARKIS SUNGULYAN,SAKO TRUCKING,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1603546,FALSE,113 SOUTH 2ND STREET,MONTEBELLO,CA,90640,US,9144 TELEGRAPH RD STE B,DOWNEY,CA,90240,US,(323) 727-5929,,MARCIA@USATRANSINC.COM,23-Sep-25,35000,2024,3-Feb-07,CA,1,1,35000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Beverages; CLOTHING; Fresh Produce; General Freight; Refrigerated Food,,,,,,,,,,,,,,,,
1859801,ROGELIO GONZALEZ RICO,GONZALEZ TRUCKING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1859801,FALSE,204 N ASHLEY AVE,WOODLAND,CA,95695,US,204 N ASHLEY AVE,WOODLAND,CA,95695,US,(530) 681-0011,(530) 668-4658,RRGONZALEZTRUCKING@GMAIL.COM,6-Mar-25,30000,2024,28-Feb-09,CA,1,1,30000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Logs, Poles, Beams, Lumber",,,,,,,,,,,,,,,,
2768336,JOSE D RODRIGUEZ,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2768336,FALSE,1135 E AVENUE K14,LANCASTER,CA,93535,US,1135 E AVENUE K14,LANCASTER,CA,93535,US,(323) 823-9919,,JOSEDRWELDER@HOTMAIL.COM,28-Jun-25,15000,2024,1-Jul-15,CA,1,1,15000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Machinery, Large Objects; WELDING EQUIPMEN",,,,,,,,,,,,,,,,
2138754,NO DROUGHT POTABLE WATER SERVICE LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2138754,FALSE,40475 HIGHWAY 228,LEBANON,OR,97386,US,40475 HIGHWAY 228,LEBANON,OR,97386,US,(541) 409-3556,(541) 367-1872,,4-Apr-11,,,4-Apr-11,OR,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,WATER,,,,,,,,,,,,,,,,
4222860,LONE STAR RACING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4222860,FALSE,1601 COMMERCE BLVD,DENISON,TX,75020-1905,US,205 PERFORMANCE LN,CRESSON,TX,76035-4365,US,(817) 455-9804,,DAN@LONESTARRACINGTEAM.COM,9-Apr-24,,,9-Apr-24,TX,1,2,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Motor Vehicles,,,,,,,,,,,,,,,,
4176029,GERSONS TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4176029,FALSE,372 ROCROI DR,GEORGETOWN,TX,78626,US,372 ROCROI DR,GEORGETOWN,TX,78626,US,(240) 398-2027,,GONZALESGE81@GMAIL.COM,9-Sep-25,10000,2025,5-Jan-24,TX,1,1,10000,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction; SAND,,,,,,,,,,,,,,,,
3362281,RJ'S TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3362281,FALSE,2810 EL BARQUITO DR,PALMVIEW,TX,78572-8724,US,2810 EL BARQUITO DR,PALMVIEW,TX,78572-8724,US,(956) 599-0716,,RJSTRUCKING91@GMAIL.COM,31-Jan-23,82591,2022,25-Nov-19,TX,1,1,82591,2022,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Fresh Produce; General Freight; Refrigerated Food,6,1,UNITED WISCONSIN INSURANCE COMPANY,1,5,1,0,0,1/16/20,6/15/23,UNITED WISCONSIN INSURANCE COMPANY,0,6,0,0,365
3723101,LOYAL TRUCKING INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3723101,FALSE,8760 CENTER PKWY APT 256,ELK GROVE,CA,95758,US,8760 CENTER PKWY APT 256,ELK GROVE,CA,95758,US,(707) 246-9224,,JUNGPANNU@GMAIL.COM,7-Oct-24,48945,2023,15-Sep-21,CA,1,1,48945,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Refrigerated Food,2,2,QUALITAS INSURANCE COMPANY,0.5,2,0,0,0,10/20/21,10/21/22,"QUALITAS INSURANCE COMPANY, UNITED SPECIALTY INSURANCE COMPANY",0,2,0,0,366
3067717,TRO TELECOMMUNICATIONS INCORPORATED,TRO TELECOMMUNICATIONS INC,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3067717,FALSE,27908 LUCERNE DR,SUN CITY,CA,92585-3508,US,27908 LUCERNE DR,SUN CITY,CA,92585-3508,US,(951) 445-6091,,TEDOWENS66@GMAIL.COM,10-Nov-17,,,10-Nov-17,CA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Utilities,,,,,,,,,,,,,,,,
2683105,V RIOS TRUCKING INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2683105,FALSE,4742 W 160TH ST,LAWNDALE,CA,90260,US,4742 W 160TH ST,LAWNDALE,CA,90260,US,(661) 431-5211,(310) 952-5404,RIOSKW900@HOTMAIL.COM,22-Sep-25,17000,2024,12-Jun-15,CA,1,1,17000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
2978646,BOWDIE J HUTCHENS,HUTCHENS CONSTRUCTION,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2978646,FALSE,17365 EVERGREEN RD,COTTONWOOD,CA,96022-9773,US,17365 EVERGREEN RD,COTTONWOOD,CA,96022-9773,US,(530) 524-5198,,HUTCHENSCONSTRUCTION@GMAIL.COM,29-May-25,8000,2024,24-Feb-17,CA,1,1,8000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Agricultural/Farm Supplies; Building Materials; Construction; General Freight; Grain, Feed, Hay; Livestock; Logs, Poles, Beams, Lumber; Machinery, Large Objects",,,,,,,,,,,,,,,,
